timestamp,site,url,title,type,length,language,score
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/markets-now,We read all day so you don’t have to. Sign up for CNN Business' evening newsletter for all the thing,news,263,en,0.17142857142857146
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/markets/nightcap,We read all day so you don’t have to. Sign up for CNN Business’ nightly newsletter for the top stori,news,283,en,0.11098901098901096
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/tech,Fear & Greed Index,news,190,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/tech/innovate,"Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P",news,178,en,0.07428571428571427
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/tech/foreseeable-future,"Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P",news,178,en,0.07428571428571427
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/tech/mission-ahead,"Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P",news,178,en,0.07428571428571427
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/work-transformed,"Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P",news,178,en,0.07428571428571427
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/tech/innovative-cities,"Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P",news,178,en,0.07428571428571427
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/europe/ukraine,Everything you need to know about Russia's invasion of Ukraine. Show all Show all © 2025 Cable News ,news,36,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/middleeast/israel,"View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas ",news,38,en,0.5
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/photos,© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 20,news,22,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/newsletters,"CNN News, delivered. Select from our newsletters below and enter your email to sign up.",news,1024,en,0.22468505920886872
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/business/walmart-product-prices-tariffs,Fear & Greed Index,news,1323,en,0.10778830579850986
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/travel/travel-news-bare-beating-playing-music-out-loud,"Editor’s note: Sign up for Unlocking the World, CNN Travel’s weekly newsletter. Get news about desti",news,765,en,0.14841172923262475
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/business/walmart-product-prices-tariffs,Fear & Greed Index,news,1323,en,0.10778830579850986
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/business/walmart-product-prices-tariffs,Fear & Greed Index,news,1323,en,0.10778830579850986
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/business/walmart-product-prices-tariffs,Fear & Greed Index,news,1323,en,0.10778830579850986
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/politics/device-allows-rifles-fire-quicker,President Donald Trump’s administration agreed on Friday to permit the sale of a device that allows ,news,606,en,0.05257726769354675
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/supreme-court-alien-enemies-act,The Supreme Court on Friday blocked President Donald Trump from moving forward with deportations und,news,1453,en,0.06287927821908405
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/dhs-vetting-immigrant-reality-tv-show,The Department of Homeland Security is reviewing a reality TV pitch where immigrants would compete f,news,735,en,0.12808383838383836
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/video/trump-middle-east-trip-recap-kaitlan-collins-digvid,"President Donald Trump just wrapped four days of travel through Saudi Arabia, Qatar and the United A",news,59,en,0.078125
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/video/trump-middle-east-trip-recap-kaitlan-collins-digvid,"President Donald Trump just wrapped four days of travel through Saudi Arabia, Qatar and the United A",news,59,en,0.078125
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/house-budget-committee-vote,President Donald Trump’s agenda has been thrown into chaos after a group of GOP hardliners blocked t,news,944,en,0.1108570036201615
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/house-budget-committee-vote,President Donald Trump’s agenda has been thrown into chaos after a group of GOP hardliners blocked t,news,944,en,0.1108570036201615
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/politics/musk-doge-future,"Elon Musk’s prominent role in President Donald Trump’s White House appears to be fading, but the tec",news,2896,en,0.08752141440497604
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/17/politics/musk-doge-future,"Elon Musk’s prominent role in President Donald Trump’s White House appears to be fading, but the tec",news,2896,en,0.08752141440497604
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/2025/05/16/politics/comey-interviewed-secret-service,"Former FBI Director James Comey was interviewed by US Secret Service agents at their Washington, DC,",news,471,en,0.04163510101010102
